Champion,Advantage|% Advantage,Percentile,Count|Number of Players,Smoothed Count|Number of Players,Normalized Count|Normalized Number of Players,Smoothed Normalized Count|Normalized Number of Players,countatadvantage
Ying,0.050,0.58191,3244,3227.146, 5.7254e-02, 5.6956e-02,89831
Ying,0.075,0.63508,3150,3120.968, 5.5595e-02, 5.5082e-02,84775
Ying,0.100,0.68525,2890,2920.918, 5.1006e-02, 5.1552e-02,78203
Ying,0.125,0.73153,2867,2815.589, 5.0600e-02, 4.9693e-02,71645
Ying,0.150,0.77393,2575,2565.892, 4.5447e-02, 4.5286e-02,64521
Ying,0.175,0.81212,2293,2306.475, 4.0469e-02, 4.0707e-02,57137
Ying,0.200,0.84593,2075,2073.348, 3.6622e-02, 3.6593e-02,50898
Ying,0.225,0.87605,1841,1836.361, 3.2492e-02, 3.2410e-02,43913
Ying,0.250,0.90204,1569,1584.614, 2.7691e-02, 2.7967e-02,37846
Ying,0.275,0.92444,1390,1379.677, 2.4532e-02, 2.4350e-02,32110
Ying,0.300,0.94344,1126,1138.316, 1.9873e-02, 2.0090e-02,26446
Ying,0.325,0.95909,948,938.253, 1.6731e-02, 1.6559e-02,20875
Ying,0.350,0.97145,702,708.557, 1.2390e-02, 1.2505e-02,15903
Ying,0.375,0.98086,485,500.171, 8.5598e-03, 8.8276e-03,11884
Ying,0.400,0.98789,315,329.013, 5.5595e-03, 5.8068e-03,8085
Ying,0.425,0.99268,174,192.861, 3.0709e-03, 3.4038e-03,5329
Ying,0.450,0.99583,85,102.987, 1.5002e-03, 1.8176e-03,3259
Ying,0.475,0.99776,60,61.171, 1.0589e-03, 1.0796e-03,1891
Ying,0.500,0.99888,10,20.316, 1.7649e-04, 3.5857e-04,938
Ying,0.525,0.99943,7,9.525, 1.2354e-04, 1.6811e-04,528
Ying,0.550,0.99975,2,3.867, 3.5298e-05, 6.8251e-05,243
Seris,-0.475,0.00020,11,19.177, 1.3232e-04, 2.3068e-04,271
Seris,-0.450,0.00036,28,34.785, 3.3681e-04, 4.1842e-04,580
Seris,-0.425,0.00070,58,75.247, 6.9768e-04, 9.0514e-04,1141
Seris,-0.400,0.00137,143,160.601, 1.7201e-03, 1.9319e-03,2264
Seris,-0.375,0.00271,274,293.013, 3.2959e-03, 3.5246e-03,4127
Seris,-0.350,0.00516,435,471.848, 5.2326e-03, 5.6758e-03,7011
Seris,-0.325,0.00931,726,753.019, 8.7330e-03, 9.0580e-03,11155
Seris,-0.300,0.01591,1036,1094.494, 1.2462e-02, 1.3166e-02,16516
Seris,-0.275,0.02568,1562,1592.158, 1.8789e-02, 1.9152e-02,23856
Seris,-0.250,0.03980,2126,2154.981, 2.5573e-02, 2.5922e-02,32221
Seris,-0.225,0.05887,2808,2804.272, 3.3777e-02, 3.3732e-02,41799
Seris,-0.200,0.08361,3414,3429.127, 4.1067e-02, 4.1249e-02,52324
Seris,-0.175,0.11457,4161,4108.943, 5.0052e-02, 4.9426e-02,62664
Seris,-0.150,0.15166,4655,4634.589, 5.5995e-02, 5.5749e-02,73334
Seris,-0.125,0.19506,5212,5129.544, 6.2695e-02, 6.1703e-02,82203
Seris,-0.100,0.24371,5447,5400.272, 6.5522e-02, 6.4960e-02,88659
Seris,-0.075,0.29618,5609,5559.759, 6.7470e-02, 6.6878e-02,94456
Seris,-0.050,0.35208,5654,5588.968, 6.8011e-02, 6.7229e-02,97945
Seris,-0.025,0.41004,5490,5448.766, 6.6039e-02, 6.5543e-02,98864
Seris,0.000,0.46855,5251,5207.013, 6.3164e-02, 6.2635e-02,97205
Seris,0.025,0.52608,4881,4845.747, 5.8713e-02, 5.8289e-02,94342
Seris,0.050,0.58191,4438,4405.823, 5.3384e-02, 5.2997e-02,89831
Seris,0.075,0.63508,3843,3870.462, 4.6227e-02, 4.6558e-02,84775
Seris,0.100,0.68525,3430,3411.272, 4.1259e-02, 4.1034e-02,78203
Seris,0.125,0.73153,2902,2894.418, 3.4908e-02, 3.4817e-02,71645
Seris,0.150,0.77393,2358,2374.133, 2.8364e-02, 2.8558e-02,64521
Seris,0.175,0.81212,1832,1884.823, 2.2037e-02, 2.2672e-02,57137
Seris,0.200,0.84593,1520,1530.816, 1.8284e-02, 1.8414e-02,50898
Seris,0.225,0.87605,1190,1199.905, 1.4314e-02, 1.4434e-02,43913
Seris,0.250,0.90204,876,899.367, 1.0537e-02, 1.0818e-02,37846
Seris,0.275,0.92444,655,664.633, 7.8789e-03, 7.9948e-03,32110
Seris,0.300,0.94344,411,444.810, 4.9439e-03, 5.3506e-03,26446
Seris,0.325,0.95909,320,320.722, 3.8493e-03, 3.8579e-03,20875
Seris,0.350,0.97145,172,190.462, 2.0690e-03, 2.2911e-03,15903
Seris,0.375,0.98086,106,115.582, 1.2751e-03, 1.3903e-03,11884
Seris,0.400,0.98789,50,60.196, 6.0145e-04, 7.2410e-04,8085
Seris,0.425,0.99268,30,33.525, 3.6087e-04, 4.0327e-04,5329
Seris,0.450,0.99583,11,14.899, 1.3232e-04, 1.7922e-04,3259
Seris,0.475,0.99776,7,7.785, 8.4202e-05, 9.3643e-05,1891
Seris,0.500,0.99888,1,2.266, 1.2029e-05, 2.7255e-05,938
Seris,0.525,0.99943,0,0.551, 0.0000e+00, 6.6235e-06,528
Seris,0.550,0.99975,0,0.101, 0.0000e+00, 1.2181e-06,243
Pip,-0.475,0.00020,26,26.057, 1.0097e-03, 1.0119e-03,271
Pip,-0.450,0.00036,8,11.449, 3.1067e-04, 4.4464e-04,580
Pip,-0.425,0.00070,23,24.677, 8.9317e-04, 9.5835e-04,1141
Pip,-0.400,0.00137,36,41.222, 1.3980e-03, 1.6009e-03,2264
Pip,-0.375,0.00271,69,72.513, 2.6795e-03, 2.8161e-03,4127
Pip,-0.350,0.00516,105,112.772, 4.0775e-03, 4.3796e-03,7011
Pip,-0.325,0.00931,162,174.234, 6.2910e-03, 6.7665e-03,11155
Pip,-0.300,0.01591,249,263.418, 9.6695e-03, 1.0230e-02,16516
Pip,-0.275,0.02568,395,392.462, 1.5339e-02, 1.5241e-02,23856
Pip,-0.250,0.03980,501,511.589, 1.9456e-02, 1.9868e-02,32221
Pip,-0.225,0.05887,663,663.728, 2.5747e-02, 2.5776e-02,41799
Pip,-0.200,0.08361,804,813.158, 3.1222e-02, 3.1579e-02,52324
Pip,-0.175,0.11457,985,984.329, 3.8251e-02, 3.8227e-02,62664
Pip,-0.150,0.15166,1180,1154.304, 4.5823e-02, 4.4828e-02,73334
Pip,-0.125,0.19506,1276,1261.196, 4.9551e-02, 4.8979e-02,82203
Pip,-0.100,0.24371,1331,1330.772, 5.1687e-02, 5.1681e-02,88659
Pip,-0.075,0.29618,1417,1400.057, 5.5027e-02, 5.4372e-02,94456
Pip,-0.050,0.35208,1429,1419.829, 5.5493e-02, 5.5140e-02,97945
Pip,-0.025,0.41004,1445,1426.095, 5.6114e-02, 5.5383e-02,98864
Pip,0.000,0.46855,1361,1374.241, 5.2852e-02, 5.3369e-02,97205
Pip,0.025,0.52608,1381,1361.968, 5.3629e-02, 5.2893e-02,94342
Pip,0.050,0.58191,1308,1296.899, 5.0794e-02, 5.0366e-02,89831
Pip,0.075,0.63508,1197,1205.633, 4.6484e-02, 4.6821e-02,84775
Pip,0.100,0.68525,1146,1136.070, 4.4503e-02, 4.4120e-02,78203
Pip,0.125,0.73153,1049,1041.519, 4.0736e-02, 4.0448e-02,71645
Pip,0.150,0.77393,909,926.741, 3.5300e-02, 3.5990e-02,64521
Pip,0.175,0.81212,862,858.854, 3.3474e-02, 3.3354e-02,57137
Pip,0.200,0.84593,780,776.842, 3.0290e-02, 3.0169e-02,50898
Pip,0.225,0.87605,700,694.462, 2.7183e-02, 2.6970e-02,43913
Pip,0.250,0.90204,581,593.494, 2.2562e-02, 2.3049e-02,37846
Pip,0.275,0.92444,532,528.089, 2.0659e-02, 2.0509e-02,32110
Pip,0.300,0.94344,444,448.367, 1.7242e-02, 1.7413e-02,26446
Pip,0.325,0.95909,378,380.696, 1.4679e-02, 1.4784e-02,20875
Pip,0.350,0.97145,334,322.886, 1.2970e-02, 1.2539e-02,15903
Pip,0.375,0.98086,222,233.411, 8.6210e-03, 9.0646e-03,11884
Pip,0.400,0.98789,177,177.627, 6.8735e-03, 6.8982e-03,8085
Pip,0.425,0.99268,116,119.867, 4.5047e-03, 4.6551e-03,5329
Pip,0.450,0.99583,63,72.570, 2.4465e-03, 2.8183e-03,3259
Pip,0.475,0.99776,51,50.987, 1.9805e-03, 1.9801e-03,1891
Pip,0.500,0.99888,21,26.778, 8.1550e-04, 1.0400e-03,938
Pip,0.525,0.99943,20,19.848, 7.7667e-04, 7.7081e-04,528
Pip,0.550,0.99975,15,17.994, 5.8250e-04, 6.9879e-04,243
Mal'Damba,-0.475,0.00020,33,37.753, 7.1489e-04, 8.1788e-04,271
Mal'Damba,-0.450,0.00036,31,34.709, 6.7156e-04, 7.5192e-04,580
Mal'Damba,-0.425,0.00070,48,59.873, 1.0398e-03, 1.2971e-03,1141
Mal'Damba,-0.400,0.00137,109,118.184, 2.3613e-03, 2.5603e-03,2264
Mal'Damba,-0.375,0.00271,176,198.943, 3.8127e-03, 4.3099e-03,4127
Mal'Damba,-0.350,0.00516,312,336.937, 6.7590e-03, 7.2993e-03,7011
Mal'Damba,-0.325,0.00931,532,540.323, 1.1525e-02, 1.1705e-02,11155
Mal'Damba,-0.300,0.01591,742,765.215, 1.6074e-02, 1.6577e-02,16516
Mal'Damba,-0.275,0.02568,1020,1045.684, 2.2097e-02, 2.2653e-02,23856
Mal'Damba,-0.250,0.03980,1414,1398.120, 3.0632e-02, 3.0289e-02,32221
Mal'Damba,-0.225,0.05887,1680,1697.013, 3.6394e-02, 3.6764e-02,41799
Mal'Damba,-0.200,0.08361,2090,2056.633, 4.5276e-02, 4.4554e-02,52324
Mal'Damba,-0.175,0.11457,2315,2311.880, 5.0151e-02, 5.0084e-02,62664
Mal'Damba,-0.150,0.15166,2626,2582.108, 5.6888e-02, 5.5938e-02,73334
Mal'Damba,-0.125,0.19506,2708,2719.025, 5.8664e-02, 5.8904e-02,82203
Mal'Damba,-0.100,0.24371,2939,2894.196, 6.3668e-02, 6.2699e-02,88659
Mal'Damba,-0.075,0.29618,3001,2947.684, 6.5012e-02, 6.3858e-02,94456
Mal'Damba,-0.050,0.35208,2888,2872.108, 6.2564e-02, 6.2221e-02,97945
Mal'Damba,-0.025,0.41004,2776,2760.139, 6.0137e-02, 5.9795e-02,98864
Mal'Damba,0.000,0.46855,2596,2593.215, 5.6238e-02, 5.6179e-02,97205
Mal'Damba,0.025,0.52608,2465,2431.070, 5.3400e-02, 5.2666e-02,94342
Mal'Damba,0.050,0.58191,2155,2174.247, 4.6684e-02, 4.7102e-02,89831
Mal'Damba,0.075,0.63508,1963,1973.215, 4.2525e-02, 4.2747e-02,84775
Mal'Damba,0.100,0.68525,1789,1785.253, 3.8756e-02, 3.8675e-02,78203
Mal'Damba,0.125,0.73153,1615,1593.639, 3.4986e-02, 3.4524e-02,71645
Mal'Damba,0.150,0.77393,1352,1351.051, 2.9289e-02, 2.9269e-02,64521
Mal'Damba,0.175,0.81212,1089,1105.880, 2.3591e-02, 2.3958e-02,57137
Mal'Damba,0.200,0.84593,904,906.285, 1.9584e-02, 1.9634e-02,50898
Mal'Damba,0.225,0.87605,679,705.177, 1.4709e-02, 1.5277e-02,43913
Mal'Damba,0.250,0.90204,568,575.190, 1.2305e-02, 1.2461e-02,37846
Mal'Damba,0.275,0.92444,458,458.323, 9.9218e-03, 9.9290e-03,32110
Mal'Damba,0.300,0.94344,350,349.519, 7.5822e-03, 7.5719e-03,26446
Mal'Damba,0.325,0.95909,219,237.766, 4.7443e-03, 5.1509e-03,20875
Mal'Damba,0.350,0.97145,167,175.025, 3.6178e-03, 3.7917e-03,15903
Mal'Damba,0.375,0.98086,125,128.627, 2.7079e-03, 2.7865e-03,11884
Mal'Damba,0.400,0.98789,95,94.728, 2.0580e-03, 2.0522e-03,8085
Mal'Damba,0.425,0.99268,56,60.500, 1.2131e-03, 1.3107e-03,5329
Mal'Damba,0.450,0.99583,33,37.551, 7.1489e-04, 8.1349e-04,3259
Mal'Damba,0.475,0.99776,28,26.557, 6.0657e-04, 5.7532e-04,1891
Mal'Damba,0.500,0.99888,8,11.203, 1.7331e-04, 2.4269e-04,938
Mal'Damba,0.525,0.99943,4,5.399, 8.6653e-05, 1.1696e-04,528
Mal'Damba,0.550,0.99975,3,4.070, 6.4990e-05, 8.8163e-05,243
Jenos,-0.475,0.00020,8,10.785, 1.2812e-04, 1.7272e-04,271
Jenos,-0.450,0.00036,11,12.462, 1.7616e-04, 1.9958e-04,580
Jenos,-0.425,0.00070,20,25.411, 3.2030e-04, 4.0696e-04,1141
Jenos,-0.400,0.00137,39,51.962, 6.2458e-04, 8.3217e-04,2264
Jenos,-0.375,0.00271,103,113.386, 1.6495e-03, 1.8159e-03,4127
Jenos,-0.350,0.00516,179,197.342, 2.8667e-03, 3.1604e-03,7011
Jenos,-0.325,0.00931,329,334.892, 5.2689e-03, 5.3633e-03,11155
Jenos,-0.300,0.01591,452,483.759, 7.2387e-03, 7.7474e-03,16516
Jenos,-0.275,0.02568,692,716.797, 1.1082e-02, 1.1479e-02,23856
Jenos,-0.250,0.03980,994,1009.342, 1.5919e-02, 1.6165e-02,32221
Jenos,-0.225,0.05887,1327,1341.494, 2.1252e-02, 2.1484e-02,41799
Jenos,-0.200,0.08361,1707,1712.095, 2.7337e-02, 2.7419e-02,52324
Jenos,-0.175,0.11457,2095,2093.551, 3.3551e-02, 3.3528e-02,62664
Jenos,-0.150,0.15166,2488,2474.975, 3.9845e-02, 3.9637e-02,73334
Jenos,-0.125,0.19506,2823,2817.772, 4.5210e-02, 4.5126e-02,82203
Jenos,-0.100,0.24371,3187,3155.278, 5.1039e-02, 5.0532e-02,88659
Jenos,-0.075,0.29618,3407,3398.152, 5.4563e-02, 5.4421e-02,94456
Jenos,-0.050,0.35208,3685,3626.006, 5.9015e-02, 5.8070e-02,97945
Jenos,-0.025,0.41004,3755,3703.057, 6.0136e-02, 5.9304e-02,98864
Jenos,0.000,0.46855,3656,3651.709, 5.8550e-02, 5.8482e-02,97205
Jenos,0.025,0.52608,3602,3586.646, 5.7686e-02, 5.7440e-02,94342
Jenos,0.050,0.58191,3504,3476.316, 5.6116e-02, 5.5673e-02,89831
Jenos,0.075,0.63508,3311,3301.342, 5.3025e-02, 5.2871e-02,84775
Jenos,0.100,0.68525,3077,3089.633, 4.9278e-02, 4.9480e-02,78203
Jenos,0.125,0.73153,2979,2923.203, 4.7708e-02, 4.6815e-02,71645
Jenos,0.150,0.77393,2588,2602.209, 4.1446e-02, 4.1674e-02,64521
Jenos,0.175,0.81212,2324,2328.272, 3.7219e-02, 3.7287e-02,57137
Jenos,0.200,0.84593,2082,2061.924, 3.3343e-02, 3.3022e-02,50898
Jenos,0.225,0.87605,1706,1736.905, 2.7321e-02, 2.7816e-02,43913
Jenos,0.250,0.90204,1510,1504.316, 2.4182e-02, 2.4091e-02,37846
Jenos,0.275,0.92444,1221,1240.620, 1.9554e-02, 1.9868e-02,32110
Jenos,0.300,0.94344,1043,1037.823, 1.6704e-02, 1.6621e-02,26446
Jenos,0.325,0.95909,818,819.013, 1.3100e-02, 1.3116e-02,20875
Jenos,0.350,0.97145,584,604.778, 9.3527e-03, 9.6855e-03,15903
Jenos,0.375,0.98086,438,446.342, 7.0145e-03, 7.1481e-03,11884
Jenos,0.400,0.98789,282,301.316, 4.5162e-03, 4.8256e-03,8085
Jenos,0.425,0.99268,214,212.956, 3.4272e-03, 3.4105e-03,5329
Jenos,0.450,0.99583,103,117.601, 1.6495e-03, 1.8834e-03,3259
Jenos,0.475,0.99776,54,63.829, 8.6480e-04, 1.0222e-03,1891
Jenos,0.500,0.99888,27,32.051, 4.3240e-04, 5.1329e-04,938
Jenos,0.525,0.99943,11,14.259, 1.7616e-04, 2.2836e-04,528
Jenos,0.550,0.99975,7,10.222, 1.1210e-04, 1.6370e-04,243
Io,-0.475,0.00020,0,0.000, 0.0000e+00, 0.0000e+00,271
Io,-0.450,0.00036,0,0.000, 0.0000e+00, 0.0000e+00,580
Io,-0.425,0.00070,0,0.006, 0.0000e+00, 4.4322e-06,1141
Io,-0.400,0.00137,0,0.063, 0.0000e+00, 4.4322e-05,2264
Io,-0.375,0.00271,0,0.253, 0.0000e+00, 1.7729e-04,4127
Io,-0.350,0.00516,1,1.120, 7.0028e-04, 7.8449e-04,7011
Io,-0.325,0.00931,2,2.247, 1.4006e-03, 1.5734e-03,11155
Io,-0.300,0.01591,4,4.329, 2.8011e-03, 3.0316e-03,16516
Io,-0.275,0.02568,5,6.646, 3.5014e-03, 4.6538e-03,23856
Io,-0.250,0.03980,15,13.835, 1.0504e-02, 9.6887e-03,32221
Io,-0.225,0.05887,16,17.456, 1.1204e-02, 1.2224e-02,41799
Io,-0.200,0.08361,25,26.152, 1.7507e-02, 1.8314e-02,52324
Io,-0.175,0.11457,32,36.392, 2.2409e-02, 2.5485e-02,62664
Io,-0.150,0.15166,58,57.475, 4.0616e-02, 4.0248e-02,73334
Io,-0.125,0.19506,83,77.867, 5.8123e-02, 5.4529e-02,82203
Io,-0.100,0.24371,83,84.449, 5.8123e-02, 5.9138e-02,88659
Io,-0.075,0.29618,101,97.418, 7.0728e-02, 6.8220e-02,94456
Io,-0.050,0.35208,94,97.829, 6.5826e-02, 6.8508e-02,97945
Io,-0.025,0.41004,115,110.437, 8.0532e-02, 7.7337e-02,98864
Io,0.000,0.46855,110,109.025, 7.7031e-02, 7.6348e-02,97205
Io,0.025,0.52608,110,107.430, 7.7031e-02, 7.5231e-02,94342
Io,0.050,0.58191,98,98.316, 6.8627e-02, 6.8849e-02,89831
Io,0.075,0.63508,89,89.241, 6.2325e-02, 6.2493e-02,84775
Io,0.100,0.68525,88,82.418, 6.1625e-02, 5.7715e-02,78203
Io,0.125,0.73153,55,60.120, 3.8515e-02, 4.2101e-02,71645
Io,0.150,0.77393,50,52.190, 3.5014e-02, 3.6548e-02,64521
Io,0.175,0.81212,48,47.551, 3.3613e-02, 3.3299e-02,57137
Io,0.200,0.84593,45,42.778, 3.1513e-02, 2.9957e-02,50898
Io,0.225,0.87605,33,32.886, 2.3109e-02, 2.3029e-02,43913
Io,0.250,0.90204,21,22.823, 1.4706e-02, 1.5982e-02,37846
Io,0.275,0.92444,16,16.842, 1.1204e-02, 1.1794e-02,32110
Io,0.300,0.94344,14,13.146, 9.8039e-03, 9.2056e-03,26446
Io,0.325,0.95909,6,7.234, 4.2017e-03, 5.0660e-03,20875
Io,0.350,0.97145,4,4.715, 2.8011e-03, 3.3020e-03,15903
Io,0.375,0.98086,4,3.734, 2.8011e-03, 2.6150e-03,11884
Io,0.400,0.98789,2,2.139, 1.4006e-03, 1.4981e-03,8085
Io,0.425,0.99268,1,1.114, 7.0028e-04, 7.8006e-04,5329
Io,0.450,0.99583,0,0.253, 0.0000e+00, 1.7729e-04,3259
Io,0.475,0.99776,0,0.063, 0.0000e+00, 4.4322e-05,1891
Io,0.500,0.99888,0,0.006, 0.0000e+00, 4.4322e-06,938
Io,0.525,0.99943,0,0.000, 0.0000e+00, 0.0000e+00,528
Io,0.550,0.99975,0,0.000, 0.0000e+00, 0.0000e+00,243
Grover,-0.475,0.00020,7,6.741, 1.8486e-04, 1.7801e-04,271
Grover,-0.450,0.00036,1,4.070, 2.6408e-05, 1.0747e-04,580
Grover,-0.425,0.00070,10,12.190, 2.6408e-04, 3.2191e-04,1141
Grover,-0.400,0.00137,23,26.051, 6.0739e-04, 6.8795e-04,2264
Grover,-0.375,0.00271,39,47.259, 1.0299e-03, 1.2480e-03,4127
Grover,-0.350,0.00516,86,91.741, 2.2711e-03, 2.4227e-03,7011
Grover,-0.325,0.00931,134,149.886, 3.5387e-03, 3.9582e-03,11155
Grover,-0.300,0.01591,234,251.386, 6.1795e-03, 6.6387e-03,16516
Grover,-0.275,0.02568,369,391.310, 9.7446e-03, 1.0334e-02,23856
Grover,-0.250,0.03980,595,593.051, 1.5713e-02, 1.5661e-02,32221
Grover,-0.225,0.05887,772,786.810, 2.0387e-02, 2.0778e-02,41799
Grover,-0.200,0.08361,1013,1024.715, 2.6752e-02, 2.7061e-02,52324
Grover,-0.175,0.11457,1272,1283.873, 3.3591e-02, 3.3905e-02,62664
Grover,-0.150,0.15166,1594,1573.570, 4.2095e-02, 4.1555e-02,73334
Grover,-0.125,0.19506,1844,1813.557, 4.8697e-02, 4.7893e-02,82203
Grover,-0.100,0.24371,1989,1982.949, 5.2526e-02, 5.2366e-02,88659
Grover,-0.075,0.29618,2116,2122.190, 5.5880e-02, 5.6043e-02,94456
Grover,-0.050,0.35208,2365,2287.994, 6.2455e-02, 6.0422e-02,97945
Grover,-0.025,0.41004,2262,2252.297, 5.9735e-02, 5.9479e-02,98864
Grover,0.000,0.46855,2184,2198.222, 5.7676e-02, 5.8051e-02,97205
Grover,0.025,0.52608,2215,2178.272, 5.8494e-02, 5.7524e-02,94342
Grover,0.050,0.58191,2046,2052.032, 5.4031e-02, 5.4191e-02,89831
Grover,0.075,0.63508,1975,1955.639, 5.2156e-02, 5.1645e-02,84775
Grover,0.100,0.68525,1806,1798.747, 4.7693e-02, 4.7502e-02,78203
Grover,0.125,0.73153,1639,1631.620, 4.3283e-02, 4.3088e-02,71645
Grover,0.150,0.77393,1435,1443.880, 3.7896e-02, 3.8130e-02,64521
Grover,0.175,0.81212,1259,1274.835, 3.3248e-02, 3.3666e-02,57137
Grover,0.200,0.84593,1158,1148.677, 3.0581e-02, 3.0335e-02,50898
Grover,0.225,0.87605,986,997.101, 2.6039e-02, 2.6332e-02,43913
Grover,0.250,0.90204,858,873.139, 2.2658e-02, 2.3058e-02,37846
Grover,0.275,0.92444,808,790.089, 2.1338e-02, 2.0865e-02,32110
Grover,0.300,0.94344,651,658.051, 1.7192e-02, 1.7378e-02,26446
Grover,0.325,0.95909,545,551.108, 1.4392e-02, 1.4554e-02,20875
Grover,0.350,0.97145,448,452.424, 1.1831e-02, 1.1948e-02,15903
Grover,0.375,0.98086,378,370.886, 9.9823e-03, 9.7945e-03,11884
Grover,0.400,0.98789,249,265.848, 6.5756e-03, 7.0206e-03,8085
Grover,0.425,0.99268,215,210.361, 5.6778e-03, 5.5553e-03,5329
Grover,0.450,0.99583,129,136.601, 3.4067e-03, 3.6074e-03,3259
Grover,0.475,0.99776,83,87.810, 2.1919e-03, 2.3189e-03,1891
Grover,0.500,0.99888,41,47.785, 1.0827e-03, 1.2619e-03,938
Grover,0.525,0.99943,25,26.823, 6.6021e-04, 7.0834e-04,528
Grover,0.550,0.99975,9,15.354, 2.3767e-04, 4.0548e-04,243
Grohk,-0.475,0.00020,3,3.209, 1.3554e-04, 1.4498e-04,271
Grohk,-0.450,0.00036,1,2.171, 4.5179e-05, 9.8080e-05,580
Grohk,-0.425,0.00070,6,6.582, 2.7108e-04, 2.9739e-04,1141
Grohk,-0.400,0.00137,10,12.095, 4.5179e-04, 5.4645e-04,2264
Grohk,-0.375,0.00271,22,23.386, 9.9395e-04, 1.0566e-03,4127
Grohk,-0.350,0.00516,36,38.665, 1.6265e-03, 1.7469e-03,7011
Grohk,-0.325,0.00931,54,60.823, 2.4397e-03, 2.7480e-03,11155
Grohk,-0.300,0.01591,94,100.158, 4.2469e-03, 4.5251e-03,16516
Grohk,-0.275,0.02568,151,154.589, 6.8221e-03, 6.9843e-03,23856
Grohk,-0.250,0.03980,216,218.696, 9.7587e-03, 9.8806e-03,32221
Grohk,-0.225,0.05887,287,292.297, 1.2966e-02, 1.3206e-02,41799
Grohk,-0.200,0.08361,361,377.354, 1.6310e-02, 1.7049e-02,52324
Grohk,-0.175,0.11457,500,504.019, 2.2590e-02, 2.2771e-02,62664
Grohk,-0.150,0.15166,641,638.728, 2.8960e-02, 2.8858e-02,73334
Grohk,-0.125,0.19506,775,772.608, 3.5014e-02, 3.4906e-02,82203
Grohk,-0.100,0.24371,883,892.209, 3.9893e-02, 4.0310e-02,88659
Grohk,-0.075,0.29618,1080,1045.937, 4.8794e-02, 4.7255e-02,94456
Grohk,-0.050,0.35208,1091,1100.272, 4.9291e-02, 4.9710e-02,97945
Grohk,-0.025,0.41004,1213,1189.329, 5.4803e-02, 5.3734e-02,98864
Grohk,0.000,0.46855,1233,1212.025, 5.5706e-02, 5.4759e-02,97205
Grohk,0.025,0.52608,1180,1185.310, 5.3312e-02, 5.3552e-02,94342
Grohk,0.050,0.58191,1171,1169.892, 5.2905e-02, 5.2855e-02,89831
Grohk,0.075,0.63508,1164,1149.449, 5.2589e-02, 5.1932e-02,84775
Grohk,0.100,0.68525,1092,1088.753, 4.9336e-02, 4.9190e-02,78203
Grohk,0.125,0.73153,1050,1034.228, 4.7438e-02, 4.6726e-02,71645
Grohk,0.150,0.77393,880,921.006, 3.9758e-02, 4.1611e-02,64521
Grohk,0.175,0.81212,955,925.981, 4.3146e-02, 4.1836e-02,57137
Grohk,0.200,0.84593,845,845.032, 3.8177e-02, 3.8178e-02,50898
Grohk,0.225,0.87605,759,775.424, 3.4291e-02, 3.5033e-02,43913
Grohk,0.250,0.90204,741,740.392, 3.3478e-02, 3.3451e-02,37846
Grohk,0.275,0.92444,717,701.892, 3.2394e-02, 3.1711e-02,32110
Grohk,0.300,0.94344,641,631.791, 2.8960e-02, 2.8544e-02,26446
Grohk,0.325,0.95909,519,534.791, 2.3448e-02, 2.4162e-02,20875
Grohk,0.350,0.97145,490,481.158, 2.2138e-02, 2.1739e-02,15903
Grohk,0.375,0.98086,396,397.253, 1.7891e-02, 1.7948e-02,11884
Grohk,0.400,0.98789,332,325.013, 1.5000e-02, 1.4684e-02,8085
Grohk,0.425,0.99268,222,230.696, 1.0030e-02, 1.0423e-02,5329
Grohk,0.450,0.99583,157,161.019, 7.0932e-03, 7.2748e-03,3259
Grohk,0.475,0.99776,97,100.285, 4.3824e-03, 4.5308e-03,1891
Grohk,0.500,0.99888,36,47.551, 1.6265e-03, 2.1483e-03,938
Grohk,0.525,0.99943,21,25.044, 9.4877e-04, 1.1315e-03,528
Grohk,0.550,0.99975,12,16.696, 5.4215e-04, 7.5433e-04,243
Furia,-0.475,0.00020,1,1.791, 3.1465e-05, 5.6359e-05,271
Furia,-0.450,0.00036,3,3.171, 9.4396e-05, 9.9773e-05,580
Furia,-0.425,0.00070,4,6.285, 1.2586e-04, 1.9775e-04,1141
Furia,-0.400,0.00137,11,14.924, 3.4612e-04, 4.6959e-04,2264
Furia,-0.375,0.00271,33,34.804, 1.0384e-03, 1.0951e-03,4127
Furia,-0.350,0.00516,49,57.816, 1.5418e-03, 1.8192e-03,7011
Furia,-0.325,0.00931,102,106.620, 3.2095e-03, 3.3548e-03,11155
Furia,-0.300,0.01591,148,163.690, 4.6569e-03, 5.1506e-03,16516
Furia,-0.275,0.02568,259,265.538, 8.1495e-03, 8.3553e-03,23856
Furia,-0.250,0.03980,359,377.323, 1.1296e-02, 1.1873e-02,32221
Furia,-0.225,0.05887,546,542.747, 1.7180e-02, 1.7078e-02,41799
Furia,-0.200,0.08361,682,695.880, 2.1459e-02, 2.1896e-02,52324
Furia,-0.175,0.11457,875,885.373, 2.7532e-02, 2.7859e-02,62664
Furia,-0.150,0.15166,1114,1100.962, 3.5052e-02, 3.4642e-02,73334
Furia,-0.125,0.19506,1286,1284.424, 4.0464e-02, 4.0415e-02,82203
Furia,-0.100,0.24371,1454,1458.437, 4.5751e-02, 4.5890e-02,88659
Furia,-0.075,0.29618,1698,1654.177, 5.3428e-02, 5.2049e-02,94456
Furia,-0.050,0.35208,1713,1726.076, 5.3900e-02, 5.4312e-02,97945
