division,name,role,skill_level,patch,legendary,avg_dps,sd_dps,avg_sps,sd_sps,avg_hps,sd_hps,avg_kpm,sd_kpm,avg_slayspm,sd_slayspm,avg_xpm,sd_xpm,avg_cpm,sd_cpm,wins,count,champ_count
Controller Ranked,Bomb King,Damage,2700+,V2.03,Accelerant,69.73,21.18,0.00,0.00,0.00,0.00,1.45,0.69,0.83,0.46,0.75,0.24,214.94,52.97,7,18,195
Keyboard/Mouse Ranked,Bomb King,Damage,2100+,V2.02,Accelerant,82.47,26.28,0.00,0.00,0.00,0.00,1.48,0.67,0.80,0.41,0.74,0.28,221.79,51.88,3493,7067,55049
PS4 Ranked,Bomb King,Damage,2500+,V2.05,Accelerant,67.67,22.89,0.00,0.00,0.00,0.00,1.28,0.63,0.68,0.38,0.81,0.28,204.31,49.05,175,405,3252
Controller Ranked,Bomb King,Damage,2500+,V2.03,Accelerant,60.10,21.58,0.00,0.00,0.00,0.00,1.20,0.62,0.65,0.42,0.85,0.24,192.06,47.15,25,76,488
PS4 Casual,Bomb King,Damage,Everyone,V2.05,Accelerant,42.62,20.77,0.00,0.00,0.00,0.00,1.11,0.61,0.60,0.39,0.81,0.29,186.08,56.01,18796,41918,200644
Controller Ranked,Bomb King,Damage,2100+,V2.03,Accelerant,58.66,20.72,0.00,0.00,0.00,0.00,1.20,0.56,0.64,0.36,0.83,0.26,194.53,46.02,244,643,2466
Controller Ranked,Bomb King,Damage,Everyone,V2.03,Accelerant,54.58,21.45,0.00,0.00,0.00,0.00,1.20,0.60,0.64,0.38,0.80,0.28,194.48,49.35,738,1737,6005
PS4 Ranked,Bomb King,Damage,Everyone,V2.03,Accelerant,57.42,24.28,0.00,0.00,0.00,0.00,1.24,0.64,0.66,0.41,0.83,0.28,201.14,52.58,1872,4412,13600
PS4 Casual,Bomb King,Damage,Everyone,V2.03,Accelerant,44.76,21.65,0.00,0.00,0.00,0.00,1.13,0.61,0.61,0.40,0.81,0.29,186.87,55.51,7446,16428,77372
PS4 Ranked,Bomb King,Damage,2100+,V2.02,Accelerant,63.60,22.90,0.00,0.00,0.00,0.00,1.35,0.61,0.73,0.39,0.82,0.27,208.69,47.82,1270,2708,8117
Crossplatform Casual,Bomb King,Damage,2700+,V2.02,Accelerant,59.28,23.05,0.00,0.00,0.00,0.00,1.22,0.60,0.65,0.39,0.78,0.28,198.18,50.74,2458,5236,44324
Keyboard/Mouse Ranked,Bomb King,Damage,Everyone,V2.04,Accelerant,74.35,26.03,0.00,0.00,0.00,0.00,1.42,0.68,0.78,0.43,0.75,0.28,214.12,53.23,5019,10590,63983
Keyboard/Mouse Ranked,Bomb King,Damage,2500+,V2.02,Accelerant,88.73,27.22,0.00,0.00,0.00,0.00,1.52,0.68,0.81,0.42,0.74,0.28,225.51,52.24,504,1031,19990
PS4 Ranked,Bomb King,Damage,2100+,V2.03,Accelerant,63.28,24.20,0.00,0.00,0.00,0.00,1.29,0.63,0.69,0.40,0.83,0.27,204.59,50.59,958,2297,7681
PS4 Casual,Bomb King,Damage,2100+,V2.03,Accelerant,48.67,21.19,0.00,0.00,0.00,0.00,1.17,0.60,0.64,0.39,0.81,0.29,191.47,53.24,5219,11590,43703
Controller Ranked,Bomb King,Damage,2700+,V2.04,Accelerant,63.29,22.14,0.00,0.00,0.00,0.00,1.25,0.42,0.62,0.23,0.85,0.21,199.67,33.42,4,14,111
Keyboard/Mouse Ranked,Bomb King,Damage,2500+,V2.04,Accelerant,82.23,25.68,0.00,0.00,0.00,0.00,1.41,0.61,0.75,0.39,0.78,0.26,217.79,48.47,237,488,14902
PS4 Casual,Bomb King,Damage,2700+,V2.06,Accelerant,53.16,21.54,0.00,0.00,0.00,0.00,1.16,0.58,0.63,0.38,0.80,0.28,195.51,50.56,1471,3282,16595
Crossplatform Casual,Bomb King,Damage,2100+,V2.06,Accelerant,54.39,21.96,0.00,0.00,0.00,0.00,1.25,0.63,0.70,0.41,0.76,0.28,199.45,54.33,36180,75105,418638
Controller Ranked,Bomb King,Damage,2500+,V2.04,Accelerant,65.41,24.86,0.00,0.00,0.00,0.00,1.24,0.52,0.64,0.34,0.87,0.25,199.97,41.94,16,42,336
PS4 Ranked,Bomb King,Damage,2700+,V2.04,Accelerant,74.46,28.64,0.00,0.00,0.00,0.00,1.23,0.56,0.64,0.35,0.77,0.26,205.29,47.86,23,50,742
PS4 Casual,Bomb King,Damage,2500+,V2.03,Accelerant,52.52,20.98,0.00,0.00,0.00,0.00,1.17,0.60,0.63,0.38,0.80,0.28,193.50,51.42,2140,4788,18750
PS4 Ranked,Bomb King,Damage,Everyone,V2.02,Accelerant,59.82,23.00,0.00,0.00,0.00,0.00,1.33,0.63,0.72,0.41,0.80,0.28,207.47,51.16,2355,5011,14058
Controller Ranked,Bomb King,Damage,2100+,V2.04,Accelerant,62.31,21.24,0.00,0.00,0.00,0.00,1.26,0.56,0.66,0.35,0.82,0.26,199.78,45.03,175,430,1634
Keyboard/Mouse Ranked,Bomb King,Damage,2100+,V2.04,Accelerant,79.36,25.27,0.00,0.00,0.00,0.00,1.46,0.66,0.79,0.42,0.77,0.27,218.30,51.71,1800,3751,39630
PS4 Ranked,Bomb King,Damage,2500+,V2.04,Accelerant,69.10,22.51,0.00,0.00,0.00,0.00,1.34,0.57,0.69,0.35,0.82,0.26,207.24,45.11,117,257,1613
PS4 Casual,Bomb King,Damage,2100+,V2.05,Accelerant,46.49,20.64,0.00,0.00,0.00,0.00,1.16,0.60,0.63,0.39,0.82,0.29,190.86,54.05,12162,27142,114156
Controller Ranked,Bomb King,Damage,Everyone,V2.04,Accelerant,56.91,21.84,0.00,0.00,0.00,0.00,1.22,0.60,0.64,0.37,0.81,0.28,196.09,49.09,416,1002,3529
Keyboard/Mouse Ranked,Bomb King,Damage,2700+,V2.02,Accelerant,88.87,26.27,0.00,0.00,0.00,0.00,1.48,0.66,0.80,0.43,0.74,0.29,222.32,53.98,146,313,9636
PS4 Casual,Bomb King,Damage,2700+,V2.03,Accelerant,53.18,20.62,0.00,0.00,0.00,0.00,1.11,0.56,0.60,0.35,0.81,0.29,191.44,49.85,829,1901,9278
PS4 Casual,Bomb King,Damage,Everyone,V2.06,Accelerant,44.31,21.53,0.00,0.00,0.00,0.00,1.14,0.62,0.62,0.40,0.78,0.29,190.02,57.46,24686,53013,291019
PS4 Casual,Bomb King,Damage,3000+,V2.06,Accelerant,51.02,21.41,0.00,0.00,0.00,0.00,0.98,0.50,0.52,0.32,0.82,0.28,185.06,48.52,104,254,2243
PS4 Ranked,Bomb King,Damage,2500+,V2.03,Accelerant,69.01,25.79,0.00,0.00,0.00,0.00,1.28,0.62,0.67,0.40,0.81,0.25,206.30,49.55,166,384,2501
Controller Ranked,Bomb King,Damage,2700+,V2.05,Accelerant,60.59,24.42,0.00,0.00,0.00,0.00,1.09,0.61,0.53,0.29,0.81,0.25,192.83,48.58,7,21,237
Controller Ranked,Bomb King,Damage,2500+,V2.05,Accelerant,58.97,23.55,0.00,0.00,0.00,0.00,1.11,0.58,0.56,0.33,0.84,0.24,190.21,46.08,35,84,694
PS4 Casual,Bomb King,Damage,2500+,V2.05,Accelerant,50.39,20.81,0.00,0.00,0.00,0.00,1.17,0.60,0.63,0.39,0.82,0.28,192.86,52.19,3859,8849,38456
PS4 Casual,Bomb King,Damage,3000+,V2.03,Accelerant,54.56,20.28,0.00,0.00,0.00,0.00,1.04,0.53,0.56,0.34,0.80,0.27,187.11,47.60,103,261,2255
Controller Ranked,Bomb King,Damage,2100+,V2.05,Accelerant,56.94,21.62,0.00,0.00,0.00,0.00,1.18,0.59,0.61,0.37,0.83,0.26,192.48,47.71,395,899,3636
Keyboard/Mouse Ranked,Bomb King,Damage,2700+,V2.04,Accelerant,82.16,25.87,0.00,0.00,0.00,0.00,1.33,0.60,0.72,0.36,0.80,0.28,216.95,47.59,64,138,7073
Crossplatform Casual,Bomb King,Damage,Everyone,V2.03,Accelerant,52.79,22.17,0.00,0.00,0.00,0.00,1.24,0.62,0.70,0.42,0.75,0.28,195.75,53.68,33946,70315,371613
Keyboard/Mouse Ranked,Bomb King,Damage,3000+,V2.02,Accelerant,94.67,25.33,0.00,0.00,0.00,0.00,1.40,0.59,0.74,0.35,0.71,0.29,214.01,45.98,15,41,1877
PS4 Ranked,Bomb King,Damage,2700+,V2.05,Accelerant,70.13,22.23,0.00,0.00,0.00,0.00,1.21,0.59,0.64,0.34,0.79,0.25,197.48,46.70,33,88,1409
PS4 Casual,Bomb King,Damage,Everyone,V2.02,Accelerant,46.46,21.28,0.00,0.00,0.00,0.00,1.18,0.61,0.66,0.41,0.78,0.29,190.95,55.46,10559,22383,93843
Crossplatform Casual,Bomb King,Damage,3000+,V2.06,Accelerant,57.97,23.60,0.00,0.00,0.00,0.00,1.11,0.58,0.57,0.35,0.81,0.29,194.39,49.71,127,297,7128
PS4 Ranked,Bomb King,Damage,2100+,V2.04,Accelerant,64.39,22.12,0.00,0.00,0.00,0.00,1.33,0.60,0.71,0.37,0.81,0.28,206.20,47.93,692,1560,4961
PS4 Ranked,Bomb King,Damage,3000+,V2.03,Accelerant,80.00,32.33,0.00,0.00,0.00,0.00,1.26,0.98,0.54,0.42,0.64,0.27,203.15,70.11,3,8,197
Crossplatform Casual,Bomb King,Damage,Everyone,V2.07,Accelerant,49.85,23.08,0.00,0.00,0.00,0.00,1.22,0.65,0.67,0.43,0.74,0.29,194.66,57.89,5766,11712,93761
PS4 Casual,Bomb King,Damage,2100+,V2.02,Accelerant,49.58,21.16,0.00,0.00,0.00,0.00,1.22,0.61,0.68,0.41,0.79,0.28,194.65,54.03,7647,16149,58917
Controller Ranked,Bomb King,Damage,Everyone,V2.05,Accelerant,53.33,21.61,0.00,0.00,0.00,0.00,1.18,0.61,0.62,0.38,0.80,0.28,193.14,50.81,1184,2642,9683
PS4 Casual,Bomb King,Damage,2500+,V2.02,Accelerant,52.73,21.23,0.00,0.00,0.00,0.00,1.20,0.60,0.66,0.39,0.79,0.28,195.55,51.75,2951,6362,23367
Crossplatform Casual,Bomb King,Damage,2500+,V2.04,Accelerant,56.31,21.33,0.00,0.00,0.00,0.00,1.21,0.59,0.66,0.38,0.78,0.28,195.62,50.61,3387,7425,52783
Crossplatform Casual,Bomb King,Damage,2700+,V2.03,Accelerant,59.32,22.60,0.00,0.00,0.00,0.00,1.19,0.60,0.64,0.38,0.79,0.28,197.91,50.39,1612,3491,35445
PS4 Casual,Bomb King,Damage,2100+,V2.06,Accelerant,48.53,21.29,0.00,0.00,0.00,0.00,1.19,0.61,0.65,0.39,0.79,0.29,195.17,55.15,15311,33038,149099
Crossplatform Casual,Bomb King,Damage,3000+,V2.07,Accelerant,49.90,16.98,0.00,0.00,0.00,0.00,0.88,0.53,0.50,0.34,0.76,0.21,181.83,62.51,5,10,300
PS4 Casual,Bomb King,Damage,2700+,V2.02,Accelerant,54.02,20.96,0.00,0.00,0.00,0.00,1.18,0.60,0.64,0.39,0.80,0.28,195.51,50.93,1139,2526,10879
PS4 Ranked,Bomb King,Damage,2700+,V2.03,Accelerant,70.53,27.58,0.00,0.00,0.00,0.00,1.20,0.58,0.57,0.34,0.77,0.26,203.65,44.36,44,104,1261
PS4 Casual,Bomb King,Damage,3000+,V2.02,Accelerant,55.33,21.14,0.00,0.00,0.00,0.00,1.10,0.61,0.59,0.39,0.79,0.29,194.16,49.30,162,341,2290
Crossplatform Casual,Bomb King,Damage,3000+,V2.03,Accelerant,59.80,24.05,0.00,0.00,0.00,0.00,1.13,0.57,0.60,0.35,0.79,0.30,196.63,49.33,200,442,8520
Crossplatform Casual,Bomb King,Damage,2700+,V2.07,Accelerant,57.41,22.83,0.00,0.00,0.00,0.00,1.20,0.63,0.65,0.40,0.78,0.26,198.81,57.77,78,151,1978
PS4 Casual,Bomb King,Damage,2700+,V2.05,Accelerant,51.42,20.51,0.00,0.00,0.00,0.00,1.14,0.59,0.61,0.38,0.82,0.28,191.53,51.16,1299,2990,14977
Crossplatform Casual,Bomb King,Damage,3000+,V2.02,Accelerant,63.01,23.69,0.00,0.00,0.00,0.00,1.19,0.58,0.62,0.37,0.78,0.27,199.05,48.94,311,682,10680
Keyboard/Mouse Ranked,Bomb King,Damage,3000+,V2.05,Accelerant,72.67,17.32,0.00,0.00,0.00,0.00,1.23,0.57,0.66,0.28,0.88,0.25,205.09,43.43,7,19,2333
Controller Ranked,Bomb King,Damage,3000+,V2.02,Accelerant,90.22,12.40,0.00,0.00,0.00,0.00,1.36,0.16,0.89,0.29,0.97,0.32,225.67,3.93,1,2,9
Controller Ranked,Bomb King,Damage,2700+,V2.06,Accelerant,61.18,22.78,0.00,0.00,0.00,0.00,1.21,0.68,0.60,0.43,0.81,0.30,194.54,52.27,8,14,256
PS4 Ranked,Bomb King,Damage,Everyone,V2.05,Accelerant,57.20,23.09,0.00,0.00,0.00,0.00,1.25,0.64,0.66,0.40,0.82,0.29,201.49,52.78,3481,7922,26172
Crossplatform Casual,Bomb King,Damage,2700+,V2.04,Accelerant,57.00,21.79,0.00,0.00,0.00,0.00,1.17,0.58,0.63,0.37,0.79,0.28,193.49,50.39,1091,2458,24395
Crossplatform Casual,Bomb King,Damage,2700+,V2.06,Accelerant,56.11,21.83,0.00,0.00,0.00,0.00,1.16,0.59,0.62,0.37,0.79,0.28,196.86,51.77,1764,3787,44082
PS4 Ranked,Bomb King,Damage,2100+,V2.05,Accelerant,61.46,22.72,0.00,0.00,0.00,0.00,1.28,0.63,0.68,0.39,0.83,0.28,203.22,50.01,1670,3816,13408
Keyboard/Mouse Ranked,Bomb King,Damage,3000+,V2.04,Accelerant,79.84,34.65,0.00,0.00,0.00,0.00,1.34,0.74,0.76,0.35,0.73,0.43,229.75,65.18,9,14,1409
Controller Ranked,Bomb King,Damage,2500+,V2.06,Accelerant,63.34,19.46,0.00,0.00,0.00,0.00,1.21,0.53,0.61,0.34,0.80,0.23,194.64,39.01,35,77,870
Crossplatform Casual,Bomb King,Damage,Everyone,V2.02,Accelerant,52.79,21.86,0.00,0.00,0.00,0.00,1.26,0.62,0.71,0.42,0.73,0.28,196.91,54.11,51370,103602,451396
Crossplatform Casual,Bomb King,Damage,2500+,V2.07,Accelerant,57.52,22.62,0.00,0.00,0.00,0.00,1.24,0.63,0.67,0.39,0.77,0.27,199.07,53.75,267,538,5119
Crossplatform Casual,Bomb King,Damage,2100+,V2.03,Accelerant,55.84,21.86,0.00,0.00,0.00,0.00,1.26,0.61,0.70,0.40,0.77,0.28,198.30,52.04,18988,40118,198976
Keyboard/Mouse Ranked,Bomb King,Damage,Everyone,V2.03,Accelerant,75.10,25.95,0.00,0.00,0.00,0.00,1.43,0.68,0.79,0.43,0.75,0.28,215.62,53.38,7784,16078,88203
Crossplatform Casual,Bomb King,Damage,Everyone,V2.06,Accelerant,51.36,22.05,0.00,0.00,0.00,0.00,1.23,0.63,0.70,0.42,0.74,0.29,196.51,55.89,66922,137327,824172
PS4 Ranked,Bomb King,Damage,3000+,V2.04,Accelerant,92.50,36.70,0.00,0.00,0.00,0.00,1.14,0.85,0.65,0.34,0.71,0.38,201.14,60.59,1,3,147
PS4 Ranked,Bomb King,Damage,3000+,V2.05,Accelerant,50.74,21.35,0.00,0.00,0.00,0.00,0.78,0.63,0.39,0.43,0.89,0.28,171.87,97.00,1,2,227
Controller Ranked,Bomb King,Damage,2700+,V2.02,Accelerant,80.67,26.18,0.00,0.00,0.00,0.00,1.59,0.75,0.90,0.48,0.78,0.23,229.01,52.09,17,37,140
Controller Ranked,Bomb King,Damage,2100+,V2.07,Accelerant,59.25,18.83,0.00,0.00,0.00,0.00,1.24,0.67,0.60,0.42,0.88,0.33,190.34,47.28,10,23,200
Crossplatform Casual,Bomb King,Damage,2500+,V2.03,Accelerant,57.89,21.96,0.00,0.00,0.00,0.00,1.22,0.59,0.67,0.38,0.78,0.28,197.92,50.69,4824,10396,74629
Keyboard/Mouse Ranked,Bomb King,Damage,Everyone,V2.07,Accelerant,74.05,27.35,0.00,0.00,0.00,0.00,1.43,0.71,0.80,0.46,0.78,0.30,217.69,55.54,534,1103,8306
Keyboard/Mouse Ranked,Bomb King,Damage,2100+,V2.07,Accelerant,78.37,27.56,0.00,0.00,0.00,0.00,1.46,0.71,0.82,0.45,0.79,0.29,220.42,54.31,213,429,4813
Controller Ranked,Bomb King,Damage,2100+,V2.06,Accelerant,62.24,21.49,0.00,0.00,0.00,0.00,1.25,0.59,0.67,0.37,0.81,0.26,201.32,47.85,474,1046,4463
Controller Ranked,Bomb King,Damage,Everyone,V2.07,Accelerant,60.28,24.42,0.00,0.00,0.00,0.00,1.25,0.66,0.66,0.41,0.81,0.30,200.02,52.66,233,529,2381
PS4 Ranked,Bomb King,Damage,2500+,V2.06,Accelerant,64.43,23.49,0.00,0.00,0.00,0.00,1.23,0.59,0.65,0.38,0.83,0.28,203.32,47.66,187,386,3878
Keyboard/Mouse Ranked,Bomb King,Damage,2500+,V2.07,Accelerant,87.37,23.29,0.00,0.00,0.00,0.00,1.70,0.64,0.91,0.35,0.75,0.25,237.40,46.74,23,31,1320
Crossplatform Casual,Bomb King,Damage,2100+,V2.07,Accelerant,55.90,22.84,0.00,0.00,0.00,0.00,1.28,0.65,0.70,0.42,0.76,0.29,200.73,55.37,2059,4194,25880
PS4 Ranked,Bomb King,Damage,2700+,V2.02,Accelerant,69.62,28.45,0.00,0.00,0.00,0.00,1.27,0.64,0.67,0.39,0.80,0.26,208.68,51.39,51,124,1131
Keyboard/Mouse Ranked,Bomb King,Damage,2700+,V2.07,Accelerant,90.29,22.84,0.00,0.00,0.00,0.00,1.72,0.80,0.82,0.41,0.69,0.23,240.26,58.24,8,11,685
Keyboard/Mouse Ranked,Bomb King,Damage,2100+,V2.03,Accelerant,79.42,25.48,0.00,0.00,0.00,0.00,1.45,0.66,0.78,0.42,0.77,0.28,218.48,51.58,2864,5949,54190
Keyboard/Mouse Ranked,Bomb King,Damage,Everyone,V2.06,Accelerant,71.79,25.70,0.00,0.00,0.00,0.00,1.38,0.68,0.77,0.44,0.77,0.29,214.11,54.47,8638,18388,114515
PS4 Casual,Bomb King,Damage,3000+,V2.05,Accelerant,48.65,18.83,0.00,0.00,0.00,0.00,0.98,0.54,0.51,0.33,0.85,0.27,182.78,44.84,101,270,2268
PS4 Ranked,Bomb King,Damage,3000+,V2.02,Accelerant,80.52,27.11,0.00,0.00,0.00,0.00,1.25,0.24,0.78,0.18,0.71,0.27,220.17,15.97,1,5,142
Keyboard/Mouse Ranked,Bomb King,Damage,2500+,V2.03,Accelerant,82.82,26.42,0.00,0.00,0.00,0.00,1.43,0.64,0.77,0.40,0.77,0.28,219.44,50.65,426,883,20907
Keyboard/Mouse Ranked,Bomb King,Damage,2100+,V2.06,Accelerant,74.61,25.41,0.00,0.00,0.00,0.00,1.38,0.66,0.76,0.42,0.79,0.28,214.50,52.35,2770,6046,64016
Keyboard/Mouse Ranked,Bomb King,Damage,2500+,V2.06,Accelerant,81.99,25.73,0.00,0.00,0.00,0.00,1.41,0.63,0.78,0.40,0.78,0.26,218.04,50.96,230,507,17924
Crossplatform Casual,Bomb King,Damage,2100+,V2.02,Accelerant,55.48,21.88,0.00,0.00,0.00,0.00,1.28,0.62,0.71,0.41,0.75,0.28,199.25,52.84,29386,60357,266078
Crossplatform Casual,Bomb King,Damage,2500+,V2.06,Accelerant,55.99,22.20,0.00,0.00,0.00,0.00,1.21,0.61,0.66,0.39,0.78,0.28,198.55,53.12,6940,14835,117284
PS4 Casual,Bomb King,Damage,2500+,V2.06,Accelerant,52.63,21.58,0.00,0.00,0.00,0.00,1.19,0.60,0.65,0.38,0.80,0.28,196.99,52.89,4532,9904,44593
Keyboard/Mouse Ranked,Bomb King,Damage,2700+,V2.06,Accelerant,83.26,23.40,0.00,0.00,0.00,0.00,1.40,0.63,0.73,0.37,0.74,0.26,223.19,49.76,64,126,7702
Keyboard/Mouse Ranked,Bomb King,Damage,2700+,V2.03,Accelerant,84.65,25.14,0.00,0.00,0.00,0.00,1.44,0.59,0.76,0.37,0.75,0.25,217.79,49.71,140,303,10880
Keyboard/Mouse Ranked,Bomb King,Damage,3000+,V2.06,Accelerant,76.37,27.97,0.00,0.00,0.00,0.00,1.06,0.45,0.53,0.32,0.73,0.21,197.29,42.34,4,10,1216
Crossplatform Casual,Bomb King,Damage,2500+,V2.05,Accelerant,54.58,21.37,0.00,0.00,0.00,0.00,1.19,0.59,0.65,0.38,0.79,0.28,194.64,50.89,6968,15187,110469
PS4 Casual,Bomb King,Damage,Everyone,V2.04,Accelerant,44.09,21.71,0.00,0.00,0.00,0.00,1.11,0.61,0.61,0.40,0.81,0.29,186.30,55.56,5097,11480,47844
Crossplatform Casual,Bomb King,Damage,2700+,V2.05,Accelerant,55.40,21.63,0.00,0.00,0.00,0.00,1.15,0.57,0.62,0.36,0.80,0.28,193.42,50.18,1907,4198,43948
Crossplatform Casual,Bomb King,Damage,2100+,V2.05,Accelerant,52.67,21.19,0.00,0.00,0.00,0.00,1.23,0.61,0.68,0.40,0.77,0.28,195.79,53.15,34294,72156,362345
Crossplatform Casual,Bomb King,Damage,3000+,V2.05,Accelerant,56.57,23.17,0.00,0.00,0.00,0.00,1.07,0.58,0.56,0.37,0.81,0.27,193.94,53.71,148,350,7362
Keyboard/Mouse Ranked,Bomb King,Damage,3000+,V2.03,Accelerant,83.00,24.10,0.00,0.00,0.00,0.00,1.36,0.65,0.71,0.40,0.71,0.22,214.59,50.85,15,33,2429
Crossplatform Casual,Bomb King,Damage,Everyone,V2.05,Accelerant,49.73,21.30,0.00,0.00,0.00,0.00,1.22,0.62,0.68,0.41,0.75,0.29,193.01,54.79,62599,129594,649453
Crossplatform Casual,Bomb King,Damage,2100+,V2.04,Accelerant,54.71,21.32,0.00,0.00,0.00,0.00,1.25,0.61,0.70,0.40,0.76,0.28,196.99,52.10,14116,29897,141281
PS4 Casual,Bomb King,Damage,2100+,V2.04,Accelerant,47.81,21.21,0.00,0.00,0.00,0.00,1.16,0.60,0.64,0.39,0.81,0.29,190.93,53.49,3582,8056,28606
Keyboard/Mouse Ranked,Bomb King,Damage,Everyone,V2.05,Accelerant,71.52,25.54,0.00,0.00,0.00,0.00,1.37,0.67,0.76,0.43,0.76,0.28,211.06,53.11,9319,19885,126979
Keyboard/Mouse Ranked,Bomb King,Damage,2100+,V2.05,Accelerant,75.77,25.16,0.00,0.00,0.00,0.00,1.39,0.66,0.76,0.41,0.78,0.27,214.13,51.36,3281,6953,76610
Controller Ranked,Bomb King,Damage,Everyone,V2.06,Accelerant,57.75,22.70,0.00,0.00,0.00,0.00,1.23,0.62,0.66,0.39,0.80,0.28,199.74,51.33,1407,3118,12224
Crossplatform Casual,Bomb King,Damage,Everyone,V2.04,Accelerant,51.94,21.74,0.00,0.00,0.00,0.00,1.24,0.62,0.70,0.42,0.75,0.28,194.63,53.76,24911,51943,244101
Crossplatform Casual,Bomb King,Damage,2500+,V2.02,Accelerant,57.80,22.40,0.00,0.00,0.00,0.00,1.24,0.61,0.68,0.39,0.78,0.28,198.49,51.40,7267,15392,95454
Keyboard/Mouse Ranked,Bomb King,Damage,2500+,V2.05,Accelerant,80.57,25.02,0.00,0.00,0.00,0.00,1.39,0.64,0.76,0.41,0.79,0.27,216.60,51.31,360,778,25760
Keyboard/Mouse Ranked,Bomb King,Damage,2700+,V2.05,Accelerant,81.66,23.82,0.00,0.00,0.00,0.00,1.32,0.59,0.70,0.36,0.80,0.26,216.00,46.15,96,198,12018
PS4 Ranked,Koga,Flank,2500+,V2.06,Adrenaline Junkie,91.65,24.62,0.00,0.00,0.00,0.00,1.74,0.73,0.98,0.47,0.71,0.28,237.94,52.66,5523,9819,10503
Controller Ranked,Koga,Flank,3000+,V2.04,Adrenaline Junkie,110.66,29.24,0.00,0.00,0.00,0.00,1.72,0.79,0.88,0.32,0.54,0.22,232.76,44.00,3,8,8
PS4 Ranked,Koga,Flank,Everyone,V2.04,Adrenaline Junkie,76.22,26.91,0.00,0.00,0.00,0.00,1.63,0.79,0.89,0.50,0.79,0.31,223.93,59.39,7700,15392,22625
Controller Ranked,Koga,Flank,Everyone,V2.03,Adrenaline Junkie,77.39,26.87,0.00,0.00,0.00,0.00,1.65,0.81,0.93,0.52,0.78,0.30,224.46,58.13,3951,7584,13960
Controller Ranked,Koga,Flank,2100+,V2.03,Adrenaline Junkie,83.64,26.46,0.00,0.00,0.00,0.00,1.74,0.79,0.98,0.52,0.77,0.29,232.00,55.73,2317,4272,7319
PS4 Ranked,Koga,Flank,2100+,V2.04,Adrenaline Junkie,83.66,25.59,0.00,0.00,0.00,0.00,1.72,0.77,0.95,0.48,0.77,0.30,231.32,55.87,4705,8902,12044
PS4 Ranked,Koga,Flank,2500+,V2.04,Adrenaline Junkie,90.46,26.01,0.00,0.00,0.00,0.00,1.79,0.76,0.99,0.49,0.73,0.29,237.06,55.20,1613,2909,3267
PS4 Ranked,Koga,Flank,2700+,V2.04,Adrenaline Junkie,92.79,26.60,0.00,0.00,0.00,0.00,1.81,0.76,1.01,0.49,0.71,0.29,239.62,55.50,783,1339,1407
PS4 Ranked,Koga,Flank,3000+,V2.04,Adrenaline Junkie,98.76,28.24,0.00,0.00,0.00,0.00,1.79,0.72,0.99,0.47,0.68,0.30,242.70,54.57,98,161,161
Controller Ranked,Koga,Flank,2500+,V2.03,Adrenaline Junkie,88.78,28.09,0.00,0.00,0.00,0.00,1.79,0.78,1.01,0.51,0.75,0.28,236.81,55.70,746,1319,1873
PS4 Ranked,Koga,Flank,2700+,V2.06,Adrenaline Junkie,93.49,24.74,0.00,0.00,0.00,0.00,1.69,0.69,0.94,0.45,0.70,0.27,236.35,51.41,2127,3765,3905
PS4 Ranked,Koga,Flank,Everyone,V2.03,Adrenaline Junkie,77.27,27.19,0.00,0.00,0.00,0.00,1.65,0.81,0.91,0.51,0.79,0.31,227.36,59.65,7998,15712,27719
Controller Ranked,Koga,Flank,2700+,V2.03,Adrenaline Junkie,91.07,27.59,0.00,0.00,0.00,0.00,1.77,0.76,1.00,0.49,0.75,0.27,237.87,53.11,289,511,677
PS4 Ranked,Koga,Flank,2700+,V2.05,Adrenaline Junkie,94.66,24.57,0.00,0.00,0.00,0.00,1.75,0.73,0.98,0.47,0.68,0.27,237.41,52.10,2179,3903,4016
Crossplatform Casual,Koga,Flank,2500+,V2.03,Adrenaline Junkie,66.92,23.63,0.00,0.00,0.00,0.00,1.48,0.76,0.77,0.46,0.79,0.30,210.47,57.47,10447,20971,38954
Crossplatform Casual,Koga,Flank,Everyone,V2.07,Adrenaline Junkie,61.93,23.59,0.00,0.00,0.00,0.00,1.54,0.78,0.82,0.49,0.75,0.31,211.83,62.47,17549,34524,56100
PS4 Ranked,Koga,Flank,2100+,V2.03,Adrenaline Junkie,84.21,26.42,0.00,0.00,0.00,0.00,1.72,0.79,0.95,0.50,0.77,0.30,232.92,56.95,4842,9170,15852
Crossplatform Casual,Koga,Flank,2100+,V2.07,Adrenaline Junkie,66.79,23.23,0.00,0.00,0.00,0.00,1.54,0.77,0.82,0.48,0.75,0.31,214.46,59.17,5812,11601,17074
Crossplatform Casual,Koga,Flank,2500+,V2.07,Adrenaline Junkie,68.87,23.22,0.00,0.00,0.00,0.00,1.51,0.74,0.77,0.45,0.74,0.30,212.84,56.73,868,1728,2304
Crossplatform Casual,Koga,Flank,2700+,V2.07,Adrenaline Junkie,69.11,23.24,0.00,0.00,0.00,0.00,1.47,0.69,0.74,0.40,0.73,0.29,210.43,53.58,283,567,720
Crossplatform Casual,Koga,Flank,3000+,V2.07,Adrenaline Junkie,70.53,22.72,0.00,0.00,0.00,0.00,1.35,0.53,0.68,0.32,0.69,0.24,201.93,44.87,33,74,89
